ID_CLUSTER	ID	DESCRIPTION	CRAWL_SOURCE	PROPERTY_TYPE	SURFACE	ROOM_COUNT	PRICE	PRICE_M2	DEALER_NAME	DEALER_TYPE	URL	NEW_BUILD	IMAGES	LAND_SURFACE	TERRACE_SURFACE	BEDROOM_COUNT	FURNISHED	GARDEN	SWIMMING_POOL	TERRACE	PARKING	PARKING_COUNT	HEATING_TYPES	HEATING_MODE	FLOOR	FLOOR_COUNT	CONSTRUCTION_YEAR	ELEVATOR	CARETAKER	MARKETING_TYPE	PRICE_EVENTS	RENTAL_EXPENSES	RENTAL_EXPENSES_INCLUDED	DEPOSIT	FEES	FEES_INCLUDED	EXCLUSIVE_MANDATE	AGENCIES_UNWANTED	OCCUPIED	CITY_ID	CITY	ZIP_CODE	DEPT_CODE	PUBLICATION_START_DATE	LAST_CRAWL_DATE	LAST_PRICE_DECREASE_DATE
95	6b650580-398f-11e9-8a1a-297fbcac27e2	Localisé à LEVALLOIS PERRET, cet appartement de bon standing, datant de l'année 1998, comptabilise 3 pièces réparties sur 48,57 m². Il est doté d'une cuisine aménagée/équipée, de 2 chambres de 8 et 10 m² et d'un séjour de 15 m². Il est aussi pourvu d'une salle de bain et d'un WC. Parmi les points forts de cet appartement, vous bénéficiez d'une place de parking pour stationner votre véhicule et permettre à vos visiteurs de se garer facilement et d'une cave, parfait pour entreposer différentes affaires. L'appartement est situé au premier étage du bâtiment. L'immeuble dispose d'un ascenseur. La présence d'un digicode, d'un visiophone et d'un interphone offre un accès plus sécurisé à la résidence, tout comme celle d'un gardien. Pour la saison froide, vous pourrez compter sur des radiateurs, pour un chauffage collectif relié à la ville. Le prix de cet appartement est fixé à 483 000 euros. Les charges annuelles de cette copropriété de 200 lots sont de 2 541 euros. Votre agence Guy Hoquet vous invite à découvrir toutes ses originalités en prenant rendez-vous avec l'un de nos agents. Référence de l'annonce : 1143. dont 2.77 % honoraires TTC à la charge de l'acquéreur. Copropriété de 200 lots (Pas de procédure en cours). Charges annuelles : 2541.00 euros.	BIEN_ICI	APARTMENT	48.57	3.0	483000.0	9944.41	Guy Hoquet	AGENCY	https://www.bienici.com/annonce/guy-hoquet-immo-facile-2221073	False	["https://pix.yanport.com/ads/6b650580-398f-11e9-8a1a-297fbcac27e2/image_015de64eda49484a8cb967406c7a54de.jpg","https://media.immo-facile.com/office11/guyhoquet_levallois/catalog/images/pr_p/2/2/2/1/0/7/3/2221073b.jpg?DATEMAJ=18/04/2019-10:48:26","https://media.immo-facile.com/office11/guyhoquet_levallois/catalog/images/pr_p/2/2/2/1/0/7/3/2221073c.jpg?DATEMAJ=18/04/2019-10:48:26","https://media.immo-facile.com/office11/guyhoquet_levallois/catalog/images/pr_p/2/2/2/1/0/7/3/2221073d.jpg?DATEMAJ=18/04/2019-10:48:26","https://media.immo-facile.com/office11/guyhoquet_levallois/catalog/images/pr_p/2/2/2/1/0/7/3/2221073e.jpg?DATEMAJ=18/04/2019-10:48:26"]			2.0					True	1.0	[]	COLLECTIVE		8.0	1998.0	True	True	SALE	[{"price":499000.0,"date":"2019-02-26"},{"price":490000.0,"date":"2019-05-22"},{"price":483000.0,"date":"2019-07-10"}]					False	True		False	54178039	Levallois-Perret	92300.0	92	2019-02-26T03:59:57.075	2019-07-10T10:28:16.018	2019-07-10
																																													
99	230c43e0-aa76-11e9-96d9-fb3253f8fc6c	A louer un 35 m² a Levallois-Perret, proches du centre commercial SO OUEST et d autres commodités, le bien comprend: Une entrée, un séjour, une cuisine américaine, une salle de bain avec WC, une chambre. A saisir. Honoraires TTC en sus : 525 €. Garantie : 916 €.	SE_LOGER	APARTMENT	35.0	2.0	975.0	27.86	Groupe Bsi-Ogipa	AGENCY	https://www.seloger.com/annonces/locations/appartement/levallois-perret-92/149589773.htm	False	[]			1.0	False				False		["ELECTRIC"]	INDIVIDUAL	2.0					RENT	[{"price":975.0,"date":"2019-07-19"}]	59.0	True				False			54178039	Levallois-Perret	92300.0	92	2019-07-19T22:39:57.788	2019-08-17T15:29:34.13	
99	aa787d10-aa41-11e9-96d9-fb3253f8fc6c	A louer un 35m2 a Levallois-Perret , proches du centre commercial SO OUEST et d autres comodités , le bien comprend: Une entrée, un séjour,une cuisine americaine,une salle de bain avec WC,une chambre. A saisir  	MEILLEURS_AGENTS	APARTMENT	35.0	2.0	975.0	27.86	BSI-OGIPA	AGENCY	https://www.meilleursagents.com/annonces/location/1968350586/	False	[]			1.0	False				False		[]	INDIVIDUAL						RENT	[{"price":975.0,"date":"2019-07-19"}]	59.0	True		525.0		False			54178039	Levallois-Perret	92300.0	92	2019-07-19T16:24:20.927	2019-08-25T21:22:02.405	
99	b7a67e70-aac2-11e9-aa5e-8b8909b4f047	A louer un 35m2 a Levallois-Perret , proches du centre commercial SO OUEST et d autres comodités , le bien comprend: Une entrée, un séjour,une cuisine americaine,une salle de bain avec WC,une chambre. A saisir. Mise à jour le 20/07/2019 Demander des infos sur ce bien Référence annonce AVENDREALOUER : 266	A_VENDRE_A_LOUER	APARTMENT	35.0	2.0	975.0	27.86	Groupe Bsi-Ogipa	AGENCY	https://www.avendrealouer.fr/location/levallois-perret-92/b-appartement/2-pieces/loc-101-42762/fd-28971339.html	False	[]				False				False		["ELECTRIC"]	INDIVIDUAL	2.0					RENT	[{"price":975.0,"date":"2019-07-20"}]	59.0	True				False			54178039	Levallois-Perret	92300.0	92	2019-07-20T07:48:07.333	2019-08-27T03:54:49.145	
																																													
100	ab00bd20-a4e1-11e9-96d9-fb3253f8fc6c	Je vous propose un restaurant d'angle de 50 m2 en plein c?ur de Levallois Perret.Il y a 38 places assises à l'intérieur et une vingtaine en terrasse, une cuisine aménagée avec une hotte à charbon.Actuellement cuisine Française.La clientèle est une clientèle bureaux le midi et résident le soir avec une grande demande de livraison. Affaire à saisir rapidement compte tenu de son emplacement et de son potentiel de développement. Loyer:2850 Euros par mois charges comprises.M. Yankel KOSKAS 0637729002 / 0180916809poste8326 commerces.75017@maxihome.email Agent commercial indépendant du réseau national clairimmo Maxihome N° RSAC : 815 116 13200011 PRIUM - Ville du greffe : PARIS	BIEN_ICI	PREMISES	50.0		150000.0	3000.0	Maxi Home	MANDATARY	https://www.bienici.com/annonce/ag133279-207278445	True	["http://photos.ubiflow.net/133279/207278445/photos/1.jpg?20190711014257","http://photos.ubiflow.net/133279/207278445/photos/2.jpg?20190711014257"]								False		[]							SALE	[{"price":150000.0,"date":"2019-07-12"}]					False	False		False	54178039	Levallois-Perret	92300.0	92	2019-07-11T03:20:17.046	2019-08-19T03:21:18.281	
100	ee7befc0-a441-11e9-aa5e-8b8909b4f047	Je vous propose un restaurant d'angle de 50 m2 en plein c?ur de Levallois Perret.Il y a 38 places assises à l'intérieur et une vingtaine en terrasse, une cuisine aménagée avec une hotte à charbon.Actuellement cuisine Française.La clientèle est une clientèle bureaux le midi et résident le soir avec une grande demande de livraison. Affaire à saisir rapidement compte tenu de son emplacement et de son potentiel de développement. Loyer:2850 Euros par mois charges comprises.M. Yankel KOSKAS 0637729002 / 0180916809poste8326 commerces.75017@maxihome.email Agent commercial indépendant du réseau national clairimmo Maxihome N° RSAC : 815 116 13200011 PRIUM - Ville du greffe : PARIS	EXPLORIMMO	PREMISES	50.0		150000.0	3000.0	Maxi Home	MANDATARY	https://immobilier.lefigaro.fr/annonces/annonce-23797509.html	True	["http://photos.ubiflow.net/130232/207277242/photos/1.jpg?20190711013828","http://photos.ubiflow.net/130232/207277242/photos/2.jpg?20190711013828"]								False		[]							SALE	[{"price":150000.0,"date":"2019-07-12"}]					False	False		False	54178039	Levallois-Perret	92300.0	92	2019-07-12T01:11:07.489	2019-08-18T04:54:53.341	
100	bee21420-a396-11e9-aa5e-8b8909b4f047	RESTAURANT D ANGLE LEVALLOIS PERRET Je vous propose un restaurant d angle de 50 m2 en plein c?ur de Levallois Perret.Il y a 38 places assises à l intérieur et une vingtaine en terrasse, une cuisine aménagée avec une hotte à charbon.Actuellement cuisine Française.La clientèle est une clientèle bureaux le midi et résident le soir avec une grande demande de livraison. Affaire à saisir rapidement compte tenu de son emplacement et de son potentiel de développement. Loyer:2850 Euros par mois charges comprises. M. Yankel KOSKAS 06 37 72 90 02 / 01 809 16 809 poste 8326 commerces.75017@maxihome.email Agent commercial indépendant du réseau national clairimmo Maxihome N° RSAC : 815 116 13200011 PRIUM - Ville du greffe : PARIS Réf. annonce : 100301MX326	LOGIC_IMMO	PREMISES	50.0		150000.0	3000.0	Maxi Home	MANDATARY	https://www.logic-immo.com/detail-vente-140e4faa-9836-c804-a27b-d13c953ee4a7.htm	True	["https://mmf.logic-immo.com/mmf/ads/photo-prop-800x600/140/3/3c4e343a-74a0-4f4f-857c-6bc798d6e790.jpg","https://mmf.logic-immo.com/mmf/ads/photo-prop-182x136/140/3/3c4e343a-74a0-4f4f-857c-6bc798d6e790.jpg","https://mmf.logic-immo.com/mmf/ads/photo-prop-182x136/140/4/4ceec6bb-f44a-492a-a06e-f25cf87d78a7.jpg"]								False		[]							SALE	[{"price":150000.0,"date":"2019-07-11"}]					False	False		False	54178039	Levallois-Perret	92300.0	92	2019-07-11T04:45:39.918	2019-08-18T23:13:54.835	
																																													
101	18c20510-1556-11e9-8321-1350c9447565	Je vous propose un restaurant de 150 m2 en plein c?ur de Levallois Perret.Situé dans une zone avec de nombreux bureaux mais aussi des habitations.Le restaurant a 80 places assises et une grande cuisine entièrement équipée d'un matériel récent et en bon état de fonctionnement.Il y a aussi une grosse extraction aux normes. La clientèle est une clientèle bureaux le midi et le soir une clientèle de résidents fidèle et avec un bon pouvoir d'achat. Belle affaire à saisir rapidement compte tenu sa superficie et de son emplacement. Loyer:3300 euros HT HC par mois.M. Yankel KOSKAS 0637729002 / 0180916809poste8326 commerces.75017@maxihome.email Agent commercial indépendant du réseau national clairimmo Maxihome N° RSAC : 815 116 13200011 PRIUM - Ville du greffe : PARIS	EXPLORIMMO	PREMISES	150.0		190000.0	1266.67	Maxi Home	MANDATARY	https://immobilier.lefigaro.fr/annonces/annonce-20252449.html	False	["http://photos.ubiflow.net/130232/207278310/photos/1.jpg?20190711014223","http://photos.ubiflow.net/130232/207278310/photos/2.jpg?20190711014223","http://photos.ubiflow.net/130232/207278310/photos/3.jpg?20190711014223"]								False		[]							SALE	[{"price":268000.0,"date":"2019-01-11"},{"price":190000.0,"date":"2019-07-12"}]					False	False		False	54178039	Levallois-Perret	92300.0	92	2019-01-11T04:05:11.975	2019-08-26T02:18:53.395	2019-07-12
101	e121cec0-a393-11e9-aa5e-8b8909b4f047	RESTAURANT 150 M2 LEVALLOIS PERRET Je vous propose un restaurant de 150 m2 en plein c?ur de Levallois Perret.Situé dans une zone avec de nombreux bureaux mais aussi des habitations.Le restaurant a 80 places assises et une grande cuisine entièrement équipée d un matériel récent et en bon état de fonctionnement.Il y a aussi une grosse extraction aux normes. La clientèle est une clientèle bureaux le midi et le soir une clientèle de résidents fidèle et avec un bon pouvoir d achat. Belle affaire à saisir rapidement compte tenu sa superficie et de son emplacement. Loyer:3300 euros HT HC par mois. M. Yankel KOSKAS 06 37 72 90 02 / 01 809 16 809 poste 8326 commerces.75017@maxihome.email Agent commercial indépendant du réseau national clairimmo Maxihome N° RSAC : 815 116 13200011 PRIUM - Ville du greffe : PARIS Réf. annonce : 96663MX326	LOGIC_IMMO	PREMISES	150.0		190000.0	1266.67	Maxi Home	MANDATARY	https://www.logic-immo.com/detail-vente-15162a6d-cc21-6ff9-9fa6-80fd9d7a146d.htm	False	["https://pix.yanport.com/ads/e121cec0-a393-11e9-aa5e-8b8909b4f047/image_2ce46f21abd379807fdfe78c826fc179.jpg","https://mmf.logic-immo.com/mmf/ads/photo-prop-182x136/151/b/bce6ff20-0bb3-4182-a33f-b15ce1606a53.jpg","https://mmf.logic-immo.com/mmf/ads/photo-prop-182x136/151/2/27363340-6262-4088-a0fa-879028bbe66f.jpg","https://mmf.logic-immo.com/mmf/ads/photo-prop-182x136/151/b/bf8adf17-912d-4497-82e2-8ed8376408fb.jpg"]								False		[]							SALE	[{"price":190000.0,"date":"2019-07-11"}]					False	False		False	54178039	Levallois-Perret	92300.0	92	2019-07-11T04:24:57.147	2019-08-18T23:06:05.573	
101	b911f730-a4e1-11e9-96d9-fb3253f8fc6c	Je vous propose un restaurant de 150 m2 en plein c?ur de Levallois Perret.Situé dans une zone avec de nombreux bureaux mais aussi des habitations.Le restaurant a 80 places assises et une grande cuisine entièrement équipée d'un matériel récent et en bon état de fonctionnement.Il y a aussi une grosse extraction aux normes. La clientèle est une clientèle bureaux le midi et le soir une clientèle de résidents fidèle et avec un bon pouvoir d'achat. Belle affaire à saisir rapidement compte tenu sa superficie et de son emplacement. Loyer:3300 euros HT HC par mois.M. Yankel KOSKAS 0637729002 / 0180916809poste8326 commerces.75017@maxihome.email Agent commercial indépendant du réseau national clairimmo Maxihome N° RSAC : 815 116 13200011 PRIUM - Ville du greffe : PARIS	BIEN_ICI	PREMISES	150.0		190000.0	1266.67	Maxi Home	MANDATARY	https://www.bienici.com/annonce/ag133279-207279447	False	["http://photos.ubiflow.net/133279/207279447/photos/1.jpg?20190711014836","http://photos.ubiflow.net/133279/207279447/photos/2.jpg?20190711014836","http://photos.ubiflow.net/133279/207279447/photos/3.jpg?20190711014836"]								False		[]							SALE	[{"price":190000.0,"date":"2019-07-12"}]					False	False		False	54178039	Levallois-Perret	92300.0	92	2019-07-11T03:20:17.046	2019-08-19T03:22:33.837	
																																													
105	d7074180-6712-11e9-8084-55ce2049f05c	Dans un quartier commerçant proche de la Mairie de Levallois, vente d'un bail 3/6/9 pour un local commercial de 33,97 m² avec 25 m² de réserve. Loyer de 466 par mois. Les activités : cordonnerie et marchand de chaussure. dont 9.00 % honoraires TTC à la charge de l'acquéreur. Copropriété de 28 lots (Pas de procédure en cours). Charges annuelles : 1002.64 euros.	BIEN_ICI	PREMISES	33.97		87200.0	2566.97	Guy Hoquet	AGENCY	https://www.bienici.com/annonce/guy-hoquet-immo-facile-2199123	False	[]								False		[]							SALE	[{"price":87200.0,"date":"2019-04-25"}]					False	True		False	54178039	Levallois-Perret	92300.0	92	2019-04-25T04:30:21.225	2019-08-16T20:38:49.791	
105	ea612230-5201-11e9-9f4b-030cd1888664	Dans un quartier commerçant proche de la Mairie de Levallois, vente d'un bail 3/6/9 pour un local commercial de 33,97 m² avec 25 m² de réserve. Loyer de 466 euros par mois. Les activités: cordonnerie et marchand de chaussure. Dont 9.00 % honoraires TTC à la charge de l'acquéreur. Copropriété de 28 lots (Pas de procédure en cours). Charges annuelles: 1002.64 euros.	SE_LOGER	PREMISES	33.97	2.0	87200.0	2566.97	Guy Hoquet	AGENCY	https://www.seloger.com/annonces/vente-fonds-de-commerce/boutique/levallois-perret-92/wilson-rivay/143367245.htm	False	[]								False		[]							SALE	[{"price":87200.0,"date":"2019-03-29"}]						False		False	54178039	Levallois-Perret	92300.0	92	2019-03-29T09:06:17.352	2019-08-27T00:30:26.572	
105	20317980-2095-11e9-8986-8bae088754df	Dans un quartier commerçant proche de la Mairie de Levallois, vente d'un bail 3/6/9 pour un local commercial de 33,97 m² avec 25 m² de réserve. Loyer de 466 € par mois.Les activités : cordonnerie et marchand de chaussure. dont 9.00 % honoraires TTC à la charge de l'acquéreur.Copropriété de 28 lots (Pas de procédure en cours).Charges annuelles : 1002.64 euros. Mise à jour le 28/03/2019 Demander des infos sur ce bien Référence annonce AVENDREALOUER : 1138	A_VENDRE_A_LOUER	PREMISES	33.0	2.0	87200.0	2642.42	Guy Hoquet	AGENCY	https://www.avendrealouer.fr/vente/levallois-perret-92/b-local-commercial/2-pieces/loc-101-42762/fd-24643834.html	False	["https://pix.yanport.com/ads/20317980-2095-11e9-8986-8bae088754df/image_da87fd8a289526921e18fb9245bc6941.jpg"]								False		[]							SALE	[{"price":87200.0,"date":"2019-01-25"}]						False		False	54178039	Levallois-Perret	92300.0	92	2019-01-25T11:34:07.041	2019-08-04T19:28:45.797	
																																													
106	62b06d10-a363-11e9-aa5e-8b8909b4f047	LEVALLOIS / LOUISE MICHEL A deux pas du métro Louise Michel, un appartement de 123m² en comprenant : Une entrée, un grand double séjour, une cuisine ouverte, trois chambres dont une avec salle d'eau attenante, une salle de bains avec WC, un WC indépendant - Un place de parking ainsi qu'une cave complètent ce bien. Prestations de grande qualité. Prix de vente : 1.260.000 euros dont 5% d'honoraires à la charge de l'acquéreur. Renseignements au 01.47.31.01.74	EXPLORIMMO	APARTMENT	119.65	5.0	1260000.0	10530.71	Building Partners	AGENCY	https://immobilier.lefigaro.fr/annonces/annonce-23774393.html	False	["http://photo3.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=a&format=1&d=20190704135925&ext=.jpg","http://photo2.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=b&format=1&d=20190704140027&ext=.jpg","http://photo1.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=c&format=1&d=20190704135925&ext=.jpg","http://photo3.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=d&format=1&d=20190704135925&ext=.jpg","http://photo2.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=e&format=1&d=20190704135926&ext=.jpg","http://photo1.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=f&format=1&d=20190704135926&ext=.jpg","http://photo3.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=g&format=1&d=20190704135926&ext=.jpg","http://photo2.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=h&format=1&d=20190704135926&ext=.jpg","http://photo1.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=i&format=1&d=20190704135926&ext=.jpg","http://photo3.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=j&format=1&d=20190704135926&ext=.jpg"]								False		[]							SALE	[{"price":1260000.0,"date":"2019-07-10"}]					False	False		False	54178039	Levallois-Perret	92300.0	92	2019-07-10T22:38:04.062	2019-08-17T04:11:20.726	
106	25e92490-a461-11e9-96d9-fb3253f8fc6c	LEVALLOIS / LOUISE MICHEL A deux pas du métro Louise Michel, un appartement de 123m² en comprenant : Une entrée, un grand double séjour, une cuisine ouverte, trois chambres dont une avec salle d'eau attenante, une salle de bains avec WC, un WC indépendant - Un place de parking ainsi qu'une cave complètent ce bien. Prestations de grande qualité. Prix de vente : 1.260.000 euros dont 5% d'honoraires à la charge de l'acquéreur. Renseignements au 01.47.31.01.74	BIEN_ICI	APARTMENT	119.65	5.0	1260000.0	10530.71	Building Partners	AGENCY	https://www.bienici.com/annonce/pericles-25844170	False	["http://photo3.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=a&format=1&d=20190704135925&ext=.jpg","http://photo2.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=b&format=1&d=20190704140027&ext=.jpg","http://photo1.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=c&format=1&d=20190704135925&ext=.jpg","http://photo3.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=d&format=1&d=20190704135925&ext=.jpg","http://photo2.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=e&format=1&d=20190704135926&ext=.jpg","http://photo1.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=f&format=1&d=20190704135926&ext=.jpg","http://photo3.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=g&format=1&d=20190704135926&ext=.jpg","http://photo2.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=h&format=1&d=20190704135926&ext=.jpg","http://photo1.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=i&format=1&d=20190704135926&ext=.jpg","http://photo3.pericles.fr/photo_get.php?S1=3829&S2=01&I0=25844170&lettre=j&format=1&d=20190704135926&ext=.jpg"]			3.0					False		["ELECTRIC","UNDERFLOOR"]	COLLECTIVE	0.0	7.0	1960.0	True	True	SALE	[{"price":1260000.0,"date":"2019-07-12"}]					False	False		False	54178039	Levallois-Perret	92300.0	92	2019-07-10T22:38:16.21	2019-08-18T19:20:20.983	
106	f1c21290-a35b-11e9-aa5e-8b8909b4f047	LEVALLOIS / LOUISE MICHEL A deux pas du métro Louise Michel, un appartement de 123m² en comprenant: Une entrée, un grand double séjour, une cuisine ouverte, trois chambres dont une avec salle d'eau attenante, une salle de bains avec WC, un WC indépendant - Un place de parking ainsi qu'une cave complètent ce bien. Prestations de grande qualité. Prix de vente: 1.260.000 euros dont 5% d'honoraires à la charge de l'acquéreur. Renseignements.	SE_LOGER	APARTMENT	119.65	5.0	1260000.0	10530.71	Building Partners	AGENCY	https://www.seloger.com/annonces/achat-de-prestige/appartement/levallois-perret-92/149218281.htm	False	["https://v.seloger.com/s/cdn/x/visuels/0/w/6/7/0w67hu8a0c7wyddanvujh5mwim2cpfnif3eu0ihwf.jpg","https://v.seloger.com/s/cdn/x/visuels/2/8/k/9/28k9r8jsl9nxgv97hbxenh2td0hgwia9sno85dc0v.jpg","https://v.seloger.com/s/cdn/x/visuels/0/u/0/0/0u00qy989i3oq8ilwwybx0w9m825egl6hfk4t4ie6.jpg","https://v.seloger.com/s/cdn/x/visuels/1/z/5/7/1z57b5tlo3ong9czzbte90k39awt3ur3zxb8pmske.jpg","https://v.seloger.com/s/cdn/x/visuels/0/w/m/j/0wmjwuko4p0sqiq109ii99vqo4vtvfh9zkbh9hxy7.jpg","https://v.seloger.com/s/cdn/x/visuels/1/9/z/w/19zw4ec4f0aeyozr5wzxrmrey607y3sqk3y19dten.jpg","https://v.seloger.com/s/cdn/x/visuels/0/n/s/s/0nssptw15r46csp4071ew7znaxgu9zuzyqb61odge.jpg","https://v.seloger.com/s/cdn/x/visuels/2/a/m/s/2amspncpn6r7q66r9vaul29jtlrv33r8i4f77a3hb.jpg","https://v.seloger.com/s/cdn/x/visuels/0/a/k/6/0ak6da6kngbsrq7yvcte71jft3vohf4qc8f4oww7y.jpg","https://v.seloger.com/s/width/800/visuels/0/i/r/f/0irfh2d93c6mp4ftukfxubje4r8cxwmikkbfbdrfk.jpg"]			3.0					False		["ELECTRIC"]	COLLECTIVE		7.0	1960.0	True	True	SALE	[{"price":1260000.0,"date":"2019-07-10"}]						False		False	54178039	Levallois-Perret	92300.0	92	2019-07-10T21:44:49.211	2019-08-17T05:23:42.871	
																																													
113	4cc82c40-6083-11e9-8084-55ce2049f05c	LOCATION - Métro LOUISE MICHEL - Rue Vergniaud - Au 1er étage d'un petit immeuble avec courette, beau 2 pièces de 29,79 m² en bon état comprenant un séjour avec coin cuisine américaine, une chambre avec dressing et une salle de douche avec WC. Chauffage et eau chaude individuels électriques. Appartement disponible de suite. Loyer de 850,00 euros par mois charges comprises dont 50,00 euros par mois de provision pour charges (soumis à la régularisation annuelle). Soit avec Assurance Habitation et assistance* ( 14.00 euros ) : 864,00 euros. Les honoraires charge locataire sont de 446,85 euros ( soit 15,00 euros/m² ) dont 89,37 euros pour état des lieux ( soit 3,00 euros/m² ). Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante : https://www.citya.com/nos-agences/30942/paris-08/nos-tarifs/location *Service facultatif. Contribution annuelle attentat non comprise. Voir conditions en agence. Mise à jour le 03/08/2019 Demander des infos sur ce bien Référence annonce AVENDREALOUER : GES20600109-182	A_VENDRE_A_LOUER	APARTMENT	29.0	2.0	850.0	29.31	Citya Urbania Etoile	AGENCY	https://www.avendrealouer.fr/location/levallois-perret-92/b-appartement/2-pieces/loc-101-42762/fd-26670387.html	False	["https://cf-medias.avendrealouer.fr/image/_1108790695_d.jpg","https://cf-medias.avendrealouer.fr/image/_1108790696_d.jpg","https://cf-medias.avendrealouer.fr/image/_1108790697_d.jpg","https://cf-medias.avendrealouer.fr/image/_1108790698_d.jpg","https://cf-medias.avendrealouer.fr/image/_1108790699_d.jpg","https://cf-medias.avendrealouer.fr/image/_1108790700_d.jpg","https://cf-medias.avendrealouer.fr/image/_1108790701_d.jpg","https://cf-medias.avendrealouer.fr/image/_1108790702_d.jpg"]				False				False		["ELECTRIC"]	INDIVIDUAL	1.0			True		RENT	[{"price":880.0,"date":"2019-04-16"},{"price":850.0,"date":"2019-07-17"}]		False				False			54178039	Levallois-Perret	92300.0	92	2019-04-16T20:07:43.167	2019-08-16T21:35:04.027	2019-07-17
113	07b2e040-6034-11e9-adc1-59e67c527828	LOCATION  - Métro LOUISE MICHEL - Rue Vergniaud - Au 1er étage d'un petit immeuble avec courette, beau 2 pièces de 29,79 m² en bon état comprenant un séjour avec coin cuisine américaine, une chambre avec dressing et une salle de douche avec WC. Chauffage et eau chaude individuels électriques. Appartement disponible de suite.  Loyer de 850,00 euros par mois charges comprises dont 50,00 euros par mois de provision pour charges (soumis à la régularisation annuelle).  Soit avec Assurance Habitation et assistance* ( 14.00 euros ) : 864,00 euros.  Les honoraires charge locataire sont de 446,85 euros ( soit 15,00 euros/m² ) dont 89,37 euros pour état des lieux ( soit 3,00 euros/m² ).  Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante :  ***  *Service facultatif. Contribution annuelle attentat non comprise. Voir conditions en agence. Référence annonce : GES20600109-182 Honoraires à la charge du locataire : 447 € TTC dont 89 € pour l'état des lieux Dépôt de garantie : 800 €	LE_BON_COIN	APARTMENT	29.0	2.0	850.0	29.31	Citya Urbania Etoile	AGENCY	https://www.leboncoin.fr/locations/1601174942.htm	False	["https://img6.leboncoin.fr/ad-image/557fcdd9dea761dc3b6d77665a9632ab81626b9f.jpg","https://img4.leboncoin.fr/ad-image/61a69aa9879068829242b214ef0d60c539df7ab1.jpg","https://img4.leboncoin.fr/ad-image/fb28d17a02eceb7ebc5270d4c03bf32d8a4368da.jpg","https://img5.leboncoin.fr/ad-image/f0af48c22e2bb01caa3509a0bba380d7991e20cb.jpg","https://img0.leboncoin.fr/ad-image/2869dd43ab9f19723ed9546d941983ca185ce793.jpg","https://img6.leboncoin.fr/ad-image/766843995ad94f9e91145367f335bb954b867343.jpg","https://img7.leboncoin.fr/ad-image/1cfde8115281058636d4fefe5d515cac35cf5569.jpg","https://img0.leboncoin.fr/ad-image/4a8422bf14d02320e3f8311e6159eb28505b49f5.jpg"]				False				False		[]							RENT	[{"price":880.0,"date":"2019-04-16"},{"price":850.0,"date":"2019-07-17"}]		True				False			54178039	Levallois-Perret	92300.0	92	2019-04-16T10:40:17.067	2019-08-03T09:23:39.894	2019-07-17
